Ano,Nome da IES,Sigla da IES,Categ. Administrativa,UF da IES,IGC (Contínuo),IGC (faixa)
2014,UNIVERSIDADE PRESBITERIANA MACKENZIE,MACKENZIE,PESSOA JURÍDICA DE DIREITO PRIVADO - SEM FINS LUCRATIVOS - FUNDAÇÃO,SP,2.944,3
2014,UNIVERSIDADE FEEVALE,FEEVALE,PRIVADA SEM FINS LUCRATIVOS,RS,3.159,4
2014,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,UESC,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,BA,2.955,4
2014,UNIVERSIDADE VALE DO RIO VERDE,UNINCOR,PRIVADA SEM FINS LUCRATIVOS,MG,2.033,3
2014,UNIVERSIDADE ESTADUAL DO CEARÁ,UECE,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,CE,3.01,4
2014,UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO,UNIFENAS,PRIVADA SEM FINS LUCRATIVOS,MG,2.53,3
2014,UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL,UNCISAL,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,AL,2.373,3
2014,UNIVERSIDADE DO ESTADO DO PARÁ,UEPA,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,PA,,SC
2014,UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,BA,2.322,3
2014,FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA,UDESC,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,SC,3.47,4
2014,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,GO,2.251,3
2014,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,SP,4.38,5
2014,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNESP,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,SP,3.945,5
2014,UNIVERSIDADE ESTADUAL DE MARINGÁ,UEM,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,PR,3.566,4
2014,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,UERN,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,RN,2.536,3
2014,UNIVERSIDADE REGIONAL DE BLUMENAU,FURB,PESSOA JURÍDICA DE DIREITO PÚBLICO - MUNICIPAL,SC,2.71,3
2014,UNIVERSIDADE DA REGIÃO DE JOINVILLE,UNIVILLE,PESSOA JURÍDICA DE DIREITO PRIVADO - SEM FINS LUCRATIVOS - SOCIEDADE,SC,2.553,3
2014,UNIVERSIDADE DO OESTE DE SANTA CATARINA,UNOESC,PESSOA JURÍDICA DE DIREITO PÚBLICO - MUNICIPAL,SC,2.771,3
2014,UNIVERSIDADE DO VALE DO ITAJAÍ,UNIVALI,PESSOA JURÍDICA DE DIREITO PRIVADO - SEM FINS LUCRATIVOS - FUNDAÇÃO,SC,3.086,4
2014,UNIVERSIDADE ESTADUAL DO VALE DO ACARAÚ,UVA,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,CE,2.298,3
2014,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,MG,3.145,4
2014,UNIVERSIDADE DO SAGRADO CORAÇÃO,USC,PRIVADA SEM FINS LUCRATIVOS,SP,2.873,3
2014,UNIVERSIDADE SEVERINO SOMBRA,USS,PRIVADA SEM FINS LUCRATIVOS,RJ,2.415,3
2014,UNIVERSIDADE DE UBERABA,UNIUBE,PRIVADA SEM FINS LUCRATIVOS,MG,2.276,3
2014,UNIVERSIDADE DE SOROCABA,UNISO,PRIVADA SEM FINS LUCRATIVOS,SP,2.417,3
2014,UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,PRIVADA COM FINS LUCRATIVOS,RJ,2.646,3
2014,UNIVERSIDADE VEIGA DE ALMEIDA,UVA,PRIVADA COM FINS LUCRATIVOS,RJ,2.954,4
2014,UNIVERSIDADE METODISTA DE SÃO PAULO,UMESP,PRIVADA SEM FINS LUCRATIVOS,SP,2.655,3
2014,UNIVERSIDADE CASTELO BRANCO,UCB,PRIVADA SEM FINS LUCRATIVOS,RJ,2.08,3
2014,UNIVERSIDADE SÃO JUDAS TADEU,USJT,PRIVADA COM FINS LUCRATIVOS,SP,2.862,3
2014,UNIVERSIDADE DE RIBEIRÃO PRETO,UNAERP,PRIVADA SEM FINS LUCRATIVOS,SP,3.071,4
2014,UNIVERSIDADE CRUZEIRO DO SUL,UNICSUL,PESSOA JURÍDICA DE DIREITO PRIVADO - COM FINS LUCRATIVOS - SOCIEDADE CIVIL,SP,2.736,3
2014,UNIVERSIDADE CATÓLICA DE SANTOS,UNISANTOS,PRIVADA SEM FINS LUCRATIVOS,SP,3.05,4
2014,UNIVERSIDADE SANTA ÚRSULA,USU,PRIVADA SEM FINS LUCRATIVOS,RJ,2.054,3
2014,UNIVERSIDADE METODISTA DE PIRACICABA,UNIMEP,PRIVADA SEM FINS LUCRATIVOS,SP,2.685,3
2014,UNIVERSIDADE DO OESTE PAULISTA,UNOESTE,PRIVADA SEM FINS LUCRATIVOS,SP,3.057,4
2014,UNIVERSIDADE DO VALE DO PARAÍBA,UNIVAP,PRIVADA SEM FINS LUCRATIVOS,SP,2.865,3
2014,UNIVERSIDADE DE SANTA CRUZ DO SUL,UNISC,PRIVADA SEM FINS LUCRATIVOS,RS,3.045,4
2014,UNIVERSIDADE DA REGIÃO DA CAMPANHA,URCAMP,PRIVADA SEM FINS LUCRATIVOS,RS,2.415,3
2014,UNIVERSIDADE NORTE DO PARANÁ,UNOPAR,PRIVADA COM FINS LUCRATIVOS,PR,2.501,3
2014,UNIVERSIDADE PRESIDENTE ANTÔNIO CARLOS,UNIPAC,PESSOA JURÍDICA DE DIREITO PRIVADO - SEM FINS LUCRATIVOS - FUNDAÇÃO,MG,1.993,3
2014,UNIVERSIDADE NOVE DE JULHO,UNINOVE,PRIVADA SEM FINS LUCRATIVOS,SP,2.968,4
2014,UNIVERSIDADE CAMILO CASTELO BRANCO,UNICASTELO,PRIVADA SEM FINS LUCRATIVOS,SP,2.403,3
2014,UNIVERSIDADE PAULISTA,UNIP,PRIVADA SEM FINS LUCRATIVOS,SP,3.159,4
2014,UNIVERSIDADE IGUAÇU,UNIG,PRIVADA SEM FINS LUCRATIVOS,RJ,2.387,3
2014,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,PESSOA JURÍDICA DE DIREITO PRIVADO - SEM FINS LUCRATIVOS - FUNDAÇÃO,MG,2.897,3
2014,UNIVERSIDADE TUIUTI DO PARANÁ,UTP,PRIVADA COM FINS LUCRATIVOS,PR,2.529,3
2014,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,MG,2.829,3
2014,UNIVERSIDADE DE SANTO AMARO,UNISA,PRIVADA SEM FINS LUCRATIVOS,SP,1.98,3
2014,UNIVERSIDADE DA AMAZÔNIA,UNAMA,PRIVADA COM FINS LUCRATIVOS,PA,2.59,3
2014,UNIVERSIDADE SALVADOR,UNIFACS,PESSOA JURÍDICA DE DIREITO PRIVADO - COM FINS LUCRATIVOS - SOCIEDADE CIVIL,BA,2.535,3
2014,UNIVERSIDADE CATÓLICA DOM BOSCO,UCDB,PRIVADA SEM FINS LUCRATIVOS,MS,2.724,3
2014,UNIVERSIDADE TIRADENTES,UNIT,PRIVADA COM FINS LUCRATIVOS,SE,2.781,3
2014,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,PRIVADA SEM FINS LUCRATIVOS,DF,2.87,3
2014,UNIVERSIDADE DE PERNAMBUCO,UPE,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,PE,2.641,3
2014,UNIVERSIDADE CIDADE DE SÃO PAULO,UNICID,PRIVADA COM FINS LUCRATIVOS,SP,2.653,3
2014,UNIVERSIDADE DE MARÍLIA,UNIMAR,PRIVADA COM FINS LUCRATIVOS,SP,2.976,4
2014,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,URI,PRIVADA SEM FINS LUCRATIVOS,RS,2.745,3
2014,UNIVERSIDADE PARANAENSE,UNIPAR,PRIVADA SEM FINS LUCRATIVOS,PR,2.656,3
2014,UNIVERSIDADE DO CONTESTADO,UNC,PRIVADA SEM FINS LUCRATIVOS,SC,2.822,3
2014,UNIVERSIDADE DE CRUZ ALTA,UNICRUZ,PRIVADA SEM FINS LUCRATIVOS,RS,2.809,3
2014,UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,PESSOA JURÍDICA DE DIREITO PRIVADO - SEM FINS LUCRATIVOS - FUNDAÇÃO,RS,2.476,3
2014,UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,UNIAN - SP,PRIVADA COM FINS LUCRATIVOS,SP,2.32,3
2014,UNIVERSIDADE IBIRAPUERA,UNIB,PRIVADA SEM FINS LUCRATIVOS,SP,2.291,3
2014,UNIVERSIDADE ANHEMBI MORUMBI,UAM,PRIVADA COM FINS LUCRATIVOS,SP,2.846,3
2014,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,PRIVADA SEM FINS LUCRATIVOS,RJ,2.735,3
2014,UNIVERSIDADE GUARULHOS,UNG,PRIVADA SEM FINS LUCRATIVOS,SP,2.196,3
2014,UNIVERSIDADE DO EXTREMO SUL CATARINENSE,UNESC,PESSOA JURÍDICA DE DIREITO PRIVADO - SEM FINS LUCRATIVOS - ASSOCIAÇÃO DE UTILIDADE PÚBLICA,SC,2.835,3
2014,UNIVERSIDADE DO SUL DE SANTA CATARINA,UNISUL,PRIVADA SEM FINS LUCRATIVOS,SC,2.746,3
2014,UNIVERSIDADE DE FRANCA,UNIFRAN,PRIVADA COM FINS LUCRATIVOS,SP,2.693,3
2014,UNIVERSIDADE VALE DO RIO DOCE,UNIVALE,PESSOA JURÍDICA DE DIREITO PRIVADO - SEM FINS LUCRATIVOS - FUNDAÇÃO,MG,2.05,3
2014,UNIVERSIDADE CATÓLICA DO SALVADOR,UCSAL,PRIVADA SEM FINS LUCRATIVOS,BA,2.171,3
2014,UNIVERSIDADE DE MOGI DAS CRUZES,UMC,PRIVADA COM FINS LUCRATIVOS,SP,2.31,3
2014,UNIVERSIDADE BRAZ CUBAS,UBC,PRIVADA COM FINS LUCRATIVOS,SP,2.496,3
2014,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS,PUC GOIÁS,PRIVADA SEM FINS LUCRATIVOS,GO,2.309,3
2014,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PUC-RIO,PRIVADA SEM FINS LUCRATIVOS,RJ,3.722,4
2014,UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL,UNIJUI,PRIVADA SEM FINS LUCRATIVOS,RS,3.118,4
2014,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PUCSP,PRIVADA SEM FINS LUCRATIVOS,SP,3.539,4
2014,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UERJ,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,RJ,3.461,4
2014,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,MA,2.754,3
2014,UNIVERSIDADE FEDERAL DO ACRE,UFAC,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,AC,2.593,3
2014,UNIVERSIDADE ESTADUAL DA PARAÍBA,UEPB,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,PB,2.66,3
2014,UNIVERSIDADE DE FORTALEZA,UNIFOR,PRIVADA SEM FINS LUCRATIVOS,CE,2.558,3
2014,UNIVERSIDADE ESTADUAL DO MARANHÃO,UEMA,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,MA,2.281,3
2014,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,PA,3.001,4
2014,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,RN,3.664,4
2014,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,PR,3.708,4
2014,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,RJ,3.299,4
2014,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,ES,3.15,4
2014,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,UFRRJ,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,RJ,3.479,4
2014,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,MG,4.19,5
2014,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,MG,3.765,4
2014,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,AL,2.826,3
2014,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,BA,3.507,4
2014,UNIVERSIDADE FEDERAL DA PARAÍBA,UFPB,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,PB,3.381,4
2014,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,PE,3.747,4
2014,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,RS,4.349,5
2014,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,RS,3.818,4
2014,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,CE,3.693,4
2014,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,GO,3.499,4
2014,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,SC,4.129,5
2014,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,RJ,4.114,5
2014,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,PE,3.243,4
2014,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,PR,3.434,4
2014,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,UFERSA,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,RN,3.283,4
2014,UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA,UFRA,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,PA,2.631,3
2014,UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,SP,4.189,5
2014,UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,MG,4.057,5
2014,UNIVERSIDADE FEDERAL DE ALFENAS,UNIFAL-MG,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,MG,3.424,4
2014,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,UFVJM,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,MG,3.407,4
2014,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,UFTM,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,MG,3.523,4
2014,UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI,UNIFEI,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,MG,3.584,4
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",IFBA,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,BA,2.801,3
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",IFMA,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,MA,2.511,3
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",IFRS,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,RS,3.109,4
2014,UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL,USCS,PESSOA JURÍDICA DE DIREITO PÚBLICO - MUNICIPAL,SP,2.316,3
2014,UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ,UNIOESTE,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,PR,3.471,4
2014,UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,RS,3.432,4
2014,UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,PRIVADA SEM FINS LUCRATIVOS,RJ,2.449,3
2014,UNIVERSIDADE VILA VELHA,UVV,PRIVADA SEM FINS LUCRATIVOS,ES,3.009,4
2014,UNIVERSIDADE DE TAUBATÉ,UNITAU,PESSOA JURÍDICA DE DIREITO PÚBLICO - MUNICIPAL,SP,2.384,3
2014,UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA,UEFS,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,BA,2.462,3
2014,UNIVERSIDADE NILTON LINS,UNINILTONLINS,PRIVADA SEM FINS LUCRATIVOS,AM,2.358,3
2014,UNIVERSIDADE SÃO FRANCISCO,USF,PRIVADA SEM FINS LUCRATIVOS,SP,2.907,3
2014,UNIVERSIDADE ANHANGUERA - UNIDERP,UNIDERP,PRIVADA COM FINS LUCRATIVOS,MS,2.375,3
2014,UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA,UESB,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,BA,2.989,4
2014,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,UNIRIO,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,RJ,3.472,4
2014,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,MS,2.986,4
2014,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,UNIR,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,RO,2.612,3
2014,FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE,UFCSPA,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,RS,3.878,4
2014,UNIVERSIDADE POTIGUAR,UNP,PESSOA JURÍDICA DE DIREITO PRIVADO - COM FINS LUCRATIVOS - SOCIEDADE CIVIL,RN,2.394,3
2014,UNIVERSIDADE DO ESTADO DE MATO GROSSO,UNEMAT,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,MT,2.605,3
2014,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,UEPG,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,PR,3.25,4
2014,UNIVERSIDADE REGIONAL DO CARIRI,URCA,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,CE,2.6,3
2014,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,PI,2.518,3
2014,UNIVERSIDADE DE CUIABÁ,UNIC / PITÁGORAS,PRIVADA COM FINS LUCRATIVOS,MT,2.855,3
2014,UNIVERSIDADE FEDERAL DE RORAIMA,UFRR,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,RR,2.717,3
2014,UNIVERSIDADE DO CEUMA - UNICEUMA,UNICEUMA,PRIVADA SEM FINS LUCRATIVOS,MA,2.899,3
2014,UNIVERSIDADE DO TOCANTINS,UNITINS,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,TO,1.437,2
2014,UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,AP,2.355,3
2014,UNIVERSIDADE SANTA CECÍLIA,UNISANTA,PRIVADA SEM FINS LUCRATIVOS,SP,2.814,3
2014,UNIVERSIDADE METROPOLITANA DE SANTOS,UNIMES,PRIVADA SEM FINS LUCRATIVOS,SP,2.31,3
2014,UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO,UENF,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,RJ,3.845,4
2014,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,UEMS,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,MS,2.47,3
2014,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,UEMG,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,MG,2.41,3
2014,UNIVERSIDADE POSITIVO,UP,PRIVADA COM FINS LUCRATIVOS,PR,3.013,4
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",IFRN,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,RN,2.58,3
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE",IF Fluminense,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,RJ,2.865,3
2014,UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,PR,3.587,4
2014,UNIVERSIDADE DE ITAÚNA,UI,PRIVADA SEM FINS LUCRATIVOS,MG,2.367,3
2014,UNIVERSIDADE CÂNDIDO MENDES,UCAM,PRIVADA SEM FINS LUCRATIVOS,RJ,1.961,3
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA",IFPB,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,PB,2.987,4
2014,UNIVERSIDADE DO PLANALTO CATARINENSE,UNIPLAC,PRIVADA SEM FINS LUCRATIVOS,SC,2.439,3
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",IF Goiano,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,GO,3.191,4
2014,UNIVERSIDADE FUMEC,FUMEC,PRIVADA SEM FINS LUCRATIVOS,MG,2.456,3
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",IFSul,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,RS,3.023,4
2014,UNIVERSIDADE DO VALE DO SAPUCAÍ,UNIVÁS,PRIVADA SEM FINS LUCRATIVOS,MG,2.685,3
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,CE,2.714,3
