"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"02/2019";"26000 - Ministério da Educação";"26423 - Instituto Federal de Educação, Ciência e Tecnologia de Sergipe";"154.364.609,63";"19.092.246,35";"18.238.247,70";"907.003,65";
"07/2019";"26000 - Ministério da Educação";"26423 - Instituto Federal de Educação, Ciência e Tecnologia de Sergipe";"5.679.547,95";"20.111.566,60";"24.224.262,00";"1.123.202,64";
"03/2019";"26000 - Ministério da Educação";"26423 - Instituto Federal de Educação, Ciência e Tecnologia de Sergipe";"2.252.451,87";"19.506.977,62";"19.202.464,82";"1.705.560,46";
"05/2019";"26000 - Ministério da Educação";"26423 - Instituto Federal de Educação, Ciência e Tecnologia de Sergipe";"2.387.482,27";"20.407.934,44";"19.483.003,49";"1.335.723,08";
"06/2019";"26000 - Ministério da Educação";"26423 - Instituto Federal de Educação, Ciência e Tecnologia de Sergipe";"5.212.901,30";"24.543.327,42";"20.373.067,79";"508.665,07";
"04/2019";"26000 - Ministério da Educação";"26423 - Instituto Federal de Educação, Ciência e Tecnologia de Sergipe";"4.895.786,42";"19.467.074,01";"19.446.595,38";"1.144.151,41";
"08/2019";"26000 - Ministério da Educação";"26439 - Instituto Federal de Educação, Ciência e Tecnologia de São Paulo";"16.625.509,59";"70.659.646,02";"49.635.520,28";"2.381.356,47";
"03/2019";"26000 - Ministério da Educação";"26439 - Instituto Federal de Educação, Ciência e Tecnologia de São Paulo";"4.270.479,20";"66.004.520,10";"64.195.811,07";"7.021.027,19";
"04/2019";"26000 - Ministério da Educação";"26439 - Instituto Federal de Educação, Ciência e Tecnologia de São Paulo";"19.749.444,53";"70.854.434,36";"66.438.273,50";"5.638.956,59";
"01/2019";"26000 - Ministério da Educação";"26439 - Instituto Federal de Educação, Ciência e Tecnologia de São Paulo";"746.356.358,78";"60.761.609,80";"19.836.220,90";"63.028.406,16";
"02/2019";"26000 - Ministério da Educação";"26439 - Instituto Federal de Educação, Ciência e Tecnologia de São Paulo";"7.717.140,54";"62.441.484,59";"60.000.197,21";"4.671.234,85";
"05/2019";"26000 - Ministério da Educação";"26439 - Instituto Federal de Educação, Ciência e Tecnologia de São Paulo";"6.309.434,43";"72.796.277,20";"72.400.930,46";"6.680.932,26";
"07/2019";"26000 - Ministério da Educação";"26439 - Instituto Federal de Educação, Ciência e Tecnologia de São Paulo";"7.828.927,93";"70.620.306,20";"89.565.809,95";"3.274.032,39";
"06/2019";"26000 - Ministério da Educação";"26439 - Instituto Federal de Educação, Ciência e Tecnologia de São Paulo";"8.615.887,06";"91.472.922,91";"72.773.215,17";"4.447.932,22";
"03/2019";"26000 - Ministério da Educação";"26425 - Instituto Federal de Educação, Ciência e Tecnologia do Acre";"584.026,18";"7.944.561,83";"7.777.265,08";"758.053,08";
"01/2019";"26000 - Ministério da Educação";"26425 - Instituto Federal de Educação, Ciência e Tecnologia do Acre";"68.891.644,29";"7.471.131,84";"2.287.085,72";"7.848.911,60";
"07/2019";"26000 - Ministério da Educação";"26425 - Instituto Federal de Educação, Ciência e Tecnologia do Acre";"20.187.566,87";"8.726.995,77";"11.015.684,57";"494.926,69";
"05/2019";"26000 - Ministério da Educação";"26425 - Instituto Federal de Educação, Ciência e Tecnologia do Acre";"1.405.966,00";"8.472.001,28";"8.432.087,10";"983.346,53";
"04/2019";"26000 - Ministério da Educação";"26425 - Instituto Federal de Educação, Ciência e Tecnologia do Acre";"2.659.440,64";"8.248.657,66";"7.947.149,41";"629.178,95";
"02/2019";"26000 - Ministério da Educação";"26425 - Instituto Federal de Educação, Ciência e Tecnologia do Acre";"2.105.977,51";"7.757.802,13";"7.472.239,68";"378.155,10";
"06/2019";"26000 - Ministério da Educação";"26425 - Instituto Federal de Educação, Ciência e Tecnologia do Acre";"1.219.883,87";"10.907.400,35";"8.526.772,16";"672.999,24";
"08/2019";"26000 - Ministério da Educação";"26425 - Instituto Federal de Educação, Ciência e Tecnologia do Acre";"1.195.733,66";"8.608.697,64";"6.146.602,72";"585.814,68";
"02/2019";"26000 - Ministério da Educação";"26426 - Instituto Federal de Educação, Ciência e Tecnologia do Amapá";"1.523.005,77";"6.677.191,85";"6.535.646,50";"1.584.559,23";
"06/2019";"26000 - Ministério da Educação";"26426 - Instituto Federal de Educação, Ciência e Tecnologia do Amapá";"471.567,17";"9.647.603,52";"7.152.508,33";"388.063,63";
"08/2019";"26000 - Ministério da Educação";"26426 - Instituto Federal de Educação, Ciência e Tecnologia do Amapá";"1.229.975,26";"7.818.165,10";"5.124.685,86";"1.592.567,97";
"05/2019";"26000 - Ministério da Educação";"26426 - Instituto Federal de Educação, Ciência e Tecnologia do Amapá";"888.341,18";"7.573.538,55";"7.564.996,48";"1.144.885,06";
"03/2019";"26000 - Ministério da Educação";"26426 - Instituto Federal de Educação, Ciência e Tecnologia do Amapá";"346.146,14";"7.322.919,59";"7.054.903,51";"3.528.244,96";
"07/2019";"26000 - Ministério da Educação";"26426 - Instituto Federal de Educação, Ciência e Tecnologia do Amapá";"1.406.436,53";"7.071.136,22";"10.202.997,20";"509.388,90";
"04/2019";"26000 - Ministério da Educação";"26426 - Instituto Federal de Educação, Ciência e Tecnologia do Amapá";"2.892.640,69";"7.332.205,25";"6.955.223,32";"1.178.260,16";
"01/2019";"26000 - Ministério da Educação";"26426 - Instituto Federal de Educação, Ciência e Tecnologia do Amapá";"75.679.037,29";"6.435.942,52";"1.915.855,27";"6.573.267,03";
"07/2019";"26000 - Ministério da Educação";"26403 - Instituto Federal de Educação, Ciência e Tecnologia do Amazonas";"5.236.558,72";"28.100.773,91";"32.121.315,83";"4.468.764,44";
"05/2019";"26000 - Ministério da Educação";"26403 - Instituto Federal de Educação, Ciência e Tecnologia do Amazonas";"5.399.408,43";"27.982.700,60";"27.795.313,83";"1.780.468,03";
"01/2019";"26000 - Ministério da Educação";"26403 - Instituto Federal de Educação, Ciência e Tecnologia do Amazonas";"309.861.425,87";"24.262.079,07";"7.415.017,76";"26.073.444,96";
"06/2019";"26000 - Ministério da Educação";"26403 - Instituto Federal de Educação, Ciência e Tecnologia do Amazonas";"3.939.113,82";"33.814.519,08";"26.891.795,48";"2.113.971,45";
"03/2019";"26000 - Ministério da Educação";"26403 - Instituto Federal de Educação, Ciência e Tecnologia do Amazonas";"1.850.152,68";"26.170.733,08";"25.062.587,19";"2.853.521,72";
"02/2019";"26000 - Ministério da Educação";"26403 - Instituto Federal de Educação, Ciência e Tecnologia do Amazonas";"5.351.898,20";"24.905.969,38";"24.497.473,57";"2.543.211,65";
"04/2019";"26000 - Ministério da Educação";"26403 - Instituto Federal de Educação, Ciência e Tecnologia do Amazonas";"9.603.986,88";"28.001.598,83";"27.360.625,01";"3.250.768,63";
"08/2019";"26000 - Ministério da Educação";"26403 - Instituto Federal de Educação, Ciência e Tecnologia do Amazonas";"3.182.402,94";"24.518.387,61";"21.853.308,96";"1.322.402,66";
"04/2019";"26000 - Ministério da Educação";"26405 - Instituto Federal de Educação, Ciência e Tecnologia do Ceará";"290.307.163,45";"51.669.595,59";"49.769.661,70";"3.981.600,29";
"01/2019";"26000 - Ministério da Educação";"26405 - Instituto Federal de Educação, Ciência e Tecnologia do Ceará";"152.275.296,77";"45.620.411,41";"14.096.904,94";"52.710.146,13";
"03/2019";"26000 - Ministério da Educação";"26405 - Instituto Federal de Educação, Ciência e Tecnologia do Ceará";"68.620.323,23";"49.743.702,05";"48.065.154,24";"6.450.212,52";
"08/2019";"26000 - Ministério da Educação";"26405 - Instituto Federal de Educação, Ciência e Tecnologia do Ceará";"7.331.853,06";"48.008.288,69";"39.397.396,91";"2.571.900,71";
"02/2019";"26000 - Ministério da Educação";"26405 - Instituto Federal de Educação, Ciência e Tecnologia do Ceará";"98.241.518,11";"48.248.828,18";"46.366.746,26";"5.205.376,68";
"05/2019";"26000 - Ministério da Educação";"26405 - Instituto Federal de Educação, Ciência e Tecnologia do Ceará";"4.326.837,48";"55.647.025,49";"53.466.173,78";"9.778.568,23";
"06/2019";"26000 - Ministério da Educação";"26405 - Instituto Federal de Educação, Ciência e Tecnologia do Ceará";"8.932.299,59";"65.808.949,94";"54.999.994,77";"4.411.010,75";
"07/2019";"26000 - Ministério da Educação";"26405 - Instituto Federal de Educação, Ciência e Tecnologia do Ceará";"6.309.878,59";"54.142.081,83";"65.671.024,54";"2.227.940,08";
"07/2019";"26000 - Ministério da Educação";"26406 - Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo ";"67.696.111,60";"52.205.211,40";"63.155.903,70";"2.056.943,36";
"04/2019";"26000 - Ministério da Educação";"26406 - Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo ";"136.736.124,03";"53.497.936,95";"48.099.087,75";"2.150.359,88";
"01/2019";"26000 - Ministério da Educação";"26406 - Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo ";"201.015.502,78";"47.915.882,65";"15.402.473,78";"47.600.510,41";
"03/2019";"26000 - Ministério da Educação";"26406 - Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo ";"25.956.928,57";"47.555.945,92";"48.845.124,99";"2.938.150,70";
"06/2019";"26000 - Ministério da Educação";"26406 - Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo ";"49.057.857,38";"62.545.438,90";"49.719.630,37";"734.878,13";
"08/2019";"26000 - Ministério da Educação";"26406 - Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo ";"9.863.527,29";"52.371.885,82";"37.553.579,72";"748.363,17";
"02/2019";"26000 - Ministério da Educação";"26406 - Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo ";"11.338.022,43";"48.682.623,97";"46.177.056,18";"2.833.982,90";
"05/2019";"26000 - Ministério da Educação";"26406 - Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo ";"11.352.407,18";"49.971.524,93";"53.857.419,11";"3.377.027,01";
"06/2019";"26000 - Ministério da Educação";"26408 - Instituto Federal de Educação, Ciência e Tecnologia do Maranhão ";"8.122.435,10";"59.628.488,23";"46.037.040,19";"3.734.168,51";
"01/2019";"26000 - Ministério da Educação";"26408 - Instituto Federal de Educação, Ciência e Tecnologia do Maranhão ";"490.541.050,14";"38.666.896,05";"12.123.832,18";"41.970.557,93";
"05/2019";"26000 - Ministério da Educação";"26408 - Instituto Federal de Educação, Ciência e Tecnologia do Maranhão ";"5.716.435,69";"45.636.111,98";"45.565.046,48";"4.113.945,04";
"07/2019";"26000 - Ministério da Educação";"26408 - Instituto Federal de Educação, Ciência e Tecnologia do Maranhão ";"6.097.409,74";"46.058.554,10";"59.785.188,29";"1.308.438,57";
"04/2019";"26000 - Ministério da Educação";"26408 - Instituto Federal de Educação, Ciência e Tecnologia do Maranhão ";"14.496.314,07";"45.804.789,88";"42.615.226,49";"2.636.813,00";
"02/2019";"26000 - Ministério da Educação";"26408 - Instituto Federal de Educação, Ciência e Tecnologia do Maranhão ";"7.580.518,51";"40.722.802,01";"39.225.470,96";"8.146.174,87";
"08/2019";"26000 - Ministério da Educação";"26408 - Instituto Federal de Educação, Ciência e Tecnologia do Maranhão ";"4.264.677,66";"45.601.059,40";"33.182.771,98";"2.317.861,19";
"03/2019";"26000 - Ministério da Educação";"26408 - Instituto Federal de Educação, Ciência e Tecnologia do Maranhão ";"4.193.946,94";"42.855.617,21";"41.437.269,79";"5.670.746,99";
"01/2019";"26000 - Ministério da Educação";"26414 - Instituto Federal de Educação, Ciência e Tecnologia do Mato Grosso";"167.059.737,31";"28.725.906,60";"9.025.947,18";"29.337.458,29";
"02/2019";"26000 - Ministério da Educação";"26414 - Instituto Federal de Educação, Ciência e Tecnologia do Mato Grosso";"- 13.800.508,40";"30.293.331,29";"29.255.105,95";"3.518.493,13";
"03/2019";"26000 - Ministério da Educação";"26414 - Instituto Federal de Educação, Ciência e Tecnologia do Mato Grosso";"5.376.732,00";"31.142.357,01";"30.134.594,51";"4.371.243,14";
"06/2019";"26000 - Ministério da Educação";"26414 - Instituto Federal de Educação, Ciência e Tecnologia do Mato Grosso";"22.887.622,85";"42.539.956,42";"33.338.926,66";"2.868.210,30";
"07/2019";"26000 - Ministério da Educação";"26414 - Instituto Federal de Educação, Ciência e Tecnologia do Mato Grosso";"5.452.924,57";"33.725.462,64";"42.778.374,63";"2.641.527,29";
"08/2019";"26000 - Ministério da Educação";"26414 - Instituto Federal de Educação, Ciência e Tecnologia do Mato Grosso";"34.465.620,06";"34.725.152,26";"24.935.764,42";"1.840.242,54";
"05/2019";"26000 - Ministério da Educação";"26414 - Instituto Federal de Educação, Ciência e Tecnologia do Mato Grosso";"91.050.013,93";"34.151.081,16";"33.446.127,43";"2.619.187,04";
"04/2019";"26000 - Ministério da Educação";"26414 - Instituto Federal de Educação, Ciência e Tecnologia do Mato Grosso";"14.083.369,65";"32.897.575,85";"31.729.997,01";"3.874.384,82";
"06/2019";"26000 - Ministério da Educação";"26415 - Instituto Federal de Educação, Ciência e Tecnologia do Mato Grosso do Sul";"20.473.714,09";"20.923.045,93";"14.856.485,07";"1.267.506,68";
"05/2019";"26000 - Ministério da Educação";"26415 - Instituto Federal de Educação, Ciência e Tecnologia do Mato Grosso do Sul";"15.055.662,60";"15.047.817,90";"14.817.024,32";"2.406.833,24";
"03/2019";"26000 - Ministério da Educação";"26415 - Instituto Federal de Educação, Ciência e Tecnologia do Mato Grosso do Sul";"13.117.439,85";"14.110.672,72";"13.843.021,22";"1.626.954,53";
"08/2019";"26000 - Ministério da Educação";"26415 - Instituto Federal de Educação, Ciência e Tecnologia do Mato Grosso do Sul";"14.714.286,52";"14.751.710,41";"11.091.779,40";"437.019,93";
"01/2019";"26000 - Ministério da Educação";"26415 - Instituto Federal de Educação, Ciência e Tecnologia do Mato Grosso do Sul";"15.548.703,33";"12.632.036,48";"4.221.237,31";"12.324.475,39";
"04/2019";"26000 - Ministério da Educação";"26415 - Instituto Federal de Educação, Ciência e Tecnologia do Mato Grosso do Sul";"16.788.921,47";"15.122.675,42";"14.354.650,46";"2.844.962,35";
"07/2019";"26000 - Ministério da Educação";"26415 - Instituto Federal de Educação, Ciência e Tecnologia do Mato Grosso do Sul";"14.670.150,99";"15.114.599,65";"20.999.195,94";"2.399.004,64";
"02/2019";"26000 - Ministério da Educação";"26415 - Instituto Federal de Educação, Ciência e Tecnologia do Mato Grosso do Sul";"14.087.488,13";"13.579.348,82";"12.571.197,53";"2.076.886,72";
"06/2019";"26000 - Ministério da Educação";"26410 - Instituto Federal de Educação, Ciência e Tecnologia do Norte de Minas Gerais";"7.507.815,84";"24.538.889,35";"20.468.667,90";"1.957.230,34";
"08/2019";"26000 - Ministério da Educação";"26410 - Instituto Federal de Educação, Ciência e Tecnologia do Norte de Minas Gerais";"3.284.844,49";"19.404.023,04";"14.607.320,14";"1.590.647,98";
"01/2019";"26000 - Ministério da Educação";"26410 - Instituto Federal de Educação, Ciência e Tecnologia do Norte de Minas Gerais";"180.329.525,96";"17.799.699,78";"5.631.155,97";"19.415.549,01";
"07/2019";"26000 - Ministério da Educação";"26410 - Instituto Federal de Educação, Ciência e Tecnologia do Norte de Minas Gerais";"3.523.577,62";"19.744.440,33";"24.226.994,72";"1.651.072,37";
"03/2019";"26000 - Ministério da Educação";"26410 - Instituto Federal de Educação, Ciência e Tecnologia do Norte de Minas Gerais";"1.979.761,24";"19.257.991,50";"18.842.939,58";"4.003.989,42";
"04/2019";"26000 - Ministério da Educação";"26410 - Instituto Federal de Educação, Ciência e Tecnologia do Norte de Minas Gerais";"9.183.207,02";"19.494.219,14";"19.425.794,09";"2.431.459,87";
"02/2019";"26000 - Ministério da Educação";"26410 - Instituto Federal de Educação, Ciência e Tecnologia do Norte de Minas Gerais";"3.815.832,55";"18.666.980,88";"17.877.201,93";"5.063.772,77";
"05/2019";"26000 - Ministério da Educação";"26410 - Instituto Federal de Educação, Ciência e Tecnologia do Norte de Minas Gerais";"1.782.350,67";"20.611.627,40";"19.464.171,17";"2.702.199,44";
"08/2019";"26000 - Ministério da Educação";"26416 - Instituto Federal de Educação, Ciência e Tecnologia do Pará";"3.416.753,15";"35.683.634,15";"28.148.957,74";"1.153.193,78";
"04/2019";"26000 - Ministério da Educação";"26416 - Instituto Federal de Educação, Ciência e Tecnologia do Pará";"7.770.676,01";"34.340.314,77";"33.168.789,73";"2.711.044,41";
"01/2019";"26000 - Ministério da Educação";"26416 - Instituto Federal de Educação, Ciência e Tecnologia do Pará";"371.377.454,52";"30.121.145,02";"9.252.315,04";"30.723.250,16";
"02/2019";"26000 - Ministério da Educação";"26416 - Instituto Federal de Educação, Ciência e Tecnologia do Pará";"5.644.010,21";"31.806.535,30";"30.445.422,08";"3.282.149,91";
"07/2019";"26000 - Ministério da Educação";"26416 - Instituto Federal de Educação, Ciência e Tecnologia do Pará";"6.151.043,34";"36.421.524,34";"45.524.785,51";"2.083.334,11";
"03/2019";"26000 - Ministério da Educação";"26416 - Instituto Federal de Educação, Ciência e Tecnologia do Pará";"3.442.707,64";"32.974.526,63";"32.211.418,46";"5.278.664,38";
"05/2019";"26000 - Ministério da Educação";"26416 - Instituto Federal de Educação, Ciência e Tecnologia do Pará";"6.346.602,50";"34.591.834,26";"34.237.548,21";"2.878.602,37";
"06/2019";"26000 - Ministério da Educação";"26416 - Instituto Federal de Educação, Ciência e Tecnologia do Pará";"4.538.392,19";"45.770.944,18";"34.662.302,44";"3.111.123,13";
"01/2019";"26000 - Ministério da Educação";"26431 - Instituto Federal de Educação, Ciência e Tecnologia do Piauí";"218.237.059,51";"29.199.308,07";"8.845.516,18";"31.772.906,20";
"06/2019";"26000 - Ministério da Educação";"26431 - Instituto Federal de Educação, Ciência e Tecnologia do Piauí";"7.867.639,10";"40.247.708,87";"33.033.565,77";"1.089.404,82";
"08/2019";"26000 - Ministério da Educação";"26431 - Instituto Federal de Educação, Ciência e Tecnologia do Piauí";"15.947.077,31";"33.168.421,56";"23.978.364,94";"749.751,28";
"05/2019";"26000 - Ministério da Educação";"26431 - Instituto Federal de Educação, Ciência e Tecnologia do Piauí";"37.726.864,75";"32.968.518,10";"32.887.655,30";"1.649.141,95";
"04/2019";"26000 - Ministério da Educação";"26431 - Instituto Federal de Educação, Ciência e Tecnologia do Piauí";"8.358.143,96";"32.652.570,46";"31.686.160,12";"1.365.627,65";
"03/2019";"26000 - Ministério da Educação";"26431 - Instituto Federal de Educação, Ciência e Tecnologia do Piauí";"4.324.449,75";"31.506.648,71";"31.229.913,11";"2.041.191,95";
"07/2019";"26000 - Ministério da Educação";"26431 - Instituto Federal de Educação, Ciência e Tecnologia do Piauí";"20.328.834,03";"32.882.795,05";"40.400.298,60";"641.739,25";
"02/2019";"26000 - Ministério da Educação";"26431 - Instituto Federal de Educação, Ciência e Tecnologia do Piauí";"4.011.959,18";"31.492.262,27";"29.459.807,75";"1.874.388,93";
"04/2019";"26000 - Ministério da Educação";"26433 - Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro";"6.615.681,85";"31.751.845,62";"30.615.779,65";"1.288.538,59";
"02/2019";"26000 - Ministério da Educação";"26433 - Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro";"2.911.624,74";"28.788.599,09";"28.629.128,97";"2.409.279,09";
"08/2019";"26000 - Ministério da Educação";"26433 - Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro";"1.984.400,87";"32.276.527,86";"23.016.819,60";"1.140.604,21";
"05/2019";"26000 - Ministério da Educação";"26433 - Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro";"2.287.384,00";"31.753.571,85";"31.834.743,44";"1.416.966,29";
"07/2019";"26000 - Ministério da Educação";"26433 - Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro";"5.263.290,89";"32.550.388,49";"40.230.155,25";"885.496,49";
"01/2019";"26000 - Ministério da Educação";"26433 - Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro";"367.346.421,16";"28.723.431,65";"9.215.733,09";"30.289.180,15";
"06/2019";"26000 - Ministério da Educação";"26433 - Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro";"2.335.770,12";"40.156.636,02";"31.714.891,91";"1.488.054,55";
"03/2019";"26000 - Ministério da Educação";"26433 - Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro";"3.048.086,10";"30.259.415,65";"29.304.438,23";"1.965.992,14";
"07/2019";"26000 - Ministério da Educação";"26435 - Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte";"10.145.904,14";"45.155.709,03";"51.952.950,86";"3.239.794,20";
"01/2019";"26000 - Ministério da Educação";"26435 - Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte";"506.574.814,74";"41.021.397,20";"12.758.232,97";"49.773.921,98";
"06/2019";"26000 - Ministério da Educação";"26435 - Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte";"4.549.972,23";"51.253.505,07";"44.419.680,55";"4.862.215,91";
"05/2019";"26000 - Ministério da Educação";"26435 - Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte";"5.073.978,35";"45.027.336,35";"44.586.047,02";"5.847.527,62";
"02/2019";"26000 - Ministério da Educação";"26435 - Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte";"4.574.240,78";"40.850.106,86";"41.231.421,59";"11.471.056,64";
"03/2019";"26000 - Ministério da Educação";"26435 - Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte";"3.928.003,56";"41.747.802,11";"41.159.850,50";"8.129.164,63";
"04/2019";"26000 - Ministério da Educação";"26435 - Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte";"8.523.872,14";"44.373.892,61";"42.854.523,06";"5.922.893,47";
"08/2019";"26000 - Ministério da Educação";"26435 - Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte";"5.731.897,78";"7.132.605,72";"33.311.020,57";"5.260.138,10";
"05/2019";"26000 - Ministério da Educação";"26419 - Instituto Federal de Educação, Ciência e Tecnologia do rio Grande do Sul";"4.693.970,83";"33.676.638,44";"33.985.194,96";"2.302.556,43";
"02/2019";"26000 - Ministério da Educação";"26419 - Instituto Federal de Educação, Ciência e Tecnologia do rio Grande do Sul";"4.600.934,70";"30.662.446,01";"29.838.751,71";"2.702.757,51";
"06/2019";"26000 - Ministério da Educação";"26419 - Instituto Federal de Educação, Ciência e Tecnologia do rio Grande do Sul";"4.110.208,43";"40.335.326,74";"33.636.591,22";"1.575.724,43";
"03/2019";"26000 - Ministério da Educação";"26419 - Instituto Federal de Educação, Ciência e Tecnologia do rio Grande do Sul";"3.130.534,34";"32.272.098,20";"31.139.944,96";"2.499.253,59";
"08/2019";"26000 - Ministério da Educação";"26419 - Instituto Federal de Educação, Ciência e Tecnologia do rio Grande do Sul";"3.719.910,93";"33.856.918,62";"23.908.864,28";"1.075.018,95";
"01/2019";"26000 - Ministério da Educação";"26419 - Instituto Federal de Educação, Ciência e Tecnologia do rio Grande do Sul";"374.302.059,18";"29.997.188,33";"9.369.743,41";"31.909.631,30";
"04/2019";"26000 - Ministério da Educação";"26419 - Instituto Federal de Educação, Ciência e Tecnologia do rio Grande do Sul";"8.481.730,78";"33.855.033,60";"32.400.338,83";"1.969.103,94";
"07/2019";"26000 - Ministério da Educação";"26419 - Instituto Federal de Educação, Ciência e Tecnologia do rio Grande do Sul";"4.052.743,74";"33.443.957,71";"40.328.571,06";"955.050,12";
"03/2019";"26000 - Ministério da Educação";"26430 - Instituto Federal de Educação, Ciência e Tecnologia do Sertão de Pernambuco";"1.325.744,92";"13.241.869,95";"13.020.699,77";"2.137.751,51";
"08/2019";"26000 - Ministério da Educação";"26430 - Instituto Federal de Educação, Ciência e Tecnologia do Sertão de Pernambuco";"1.600.787,99";"13.743.588,64";"9.987.609,20";"1.277.923,08";
"07/2019";"26000 - Ministério da Educação";"26430 - Instituto Federal de Educação, Ciência e Tecnologia do Sertão de Pernambuco";"2.295.310,62";"13.842.093,16";"16.303.796,70";"752.267,77";
"06/2019";"26000 - Ministério da Educação";"26430 - Instituto Federal de Educação, Ciência e Tecnologia do Sertão de Pernambuco";"3.624.816,68";"16.246.440,05";"13.655.115,00";"512.638,42";
"05/2019";"26000 - Ministério da Educação";"26430 - Instituto Federal de Educação, Ciência e Tecnologia do Sertão de Pernambuco";"739.867,06";"13.919.467,52";"14.349.120,65";"1.704.277,24";
"02/2019";"26000 - Ministério da Educação";"26430 - Instituto Federal de Educação, Ciência e Tecnologia do Sertão de Pernambuco";"2.562.912,69";"13.136.415,56";"12.257.929,28";"1.191.712,36";
"04/2019";"26000 - Ministério da Educação";"26430 - Instituto Federal de Educação, Ciência e Tecnologia do Sertão de Pernambuco";"4.131.658,82";"14.139.702,98";"13.334.741,26";"1.400.908,64";
"01/2019";"26000 - Ministério da Educação";"26430 - Instituto Federal de Educação, Ciência e Tecnologia do Sertão de Pernambuco";"128.018.727,44";"12.078.378,51";"3.739.839,48";"14.991.462,87";
"03/2019";"26000 - Ministério da Educação";"26411 - Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais";"940.324,06";"20.672.522,62";"19.980.308,03";"3.737.684,03";
"06/2019";"26000 - Ministério da Educação";"26411 - Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais";"1.727.580,33";"27.976.431,17";"22.113.627,85";"1.722.877,82";
"02/2019";"26000 - Ministério da Educação";"26411 - Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais";"3.655.542,94";"19.710.738,19";"19.615.603,00";"2.290.848,55";
"07/2019";"26000 - Ministério da Educação";"26411 - Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais";"4.038.783,91";"23.548.073,69";"27.884.116,41";"1.981.920,64";
"05/2019";"26000 - Ministério da Educação";"26411 - Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais";"66.069.562,84";"22.272.045,74";"21.560.427,32";"2.560.253,64";
"01/2019";"26000 - Ministério da Educação";"26411 - Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais";"172.788.341,62";"19.589.943,90";"6.058.630,44";"21.368.751,04";
"08/2019";"26000 - Ministério da Educação";"26411 - Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais";"9.681.444,62";"22.268.377,41";"17.594.300,05";"1.319.166,57";
"04/2019";"26000 - Ministério da Educação";"26411 - Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais";"3.699.509,18";"21.484.568,27";"20.752.618,17";"2.928.711,31";
"02/2019";"26000 - Ministério da Educação";"26412 - Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais";"2.783.275,78";"18.078.304,32";"14.923.255,78";"3.268.528,33";
"01/2019";"26000 - Ministério da Educação";"26412 - Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais";"205.676.375,81";"17.797.423,27";"5.498.571,79";"21.317.044,54";
"06/2019";"26000 - Ministério da Educação";"26412 - Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais";"4.959.044,24";"24.472.047,83";"20.553.380,90";"1.696.167,53";
"03/2019";"26000 - Ministério da Educação";"26412 - Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais";"3.378.080,04";"19.471.504,32";"21.095.606,41";"4.525.306,29";
"07/2019";"26000 - Ministério da Educação";"26412 - Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais";"4.950.754,42";"20.169.673,66";"24.377.736,63";"1.997.684,00";
"04/2019";"26000 - Ministério da Educação";"26412 - Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais";"6.431.683,02";"20.574.783,86";"19.652.753,62";"2.864.432,98";
